
Selezionare tutti gli studenti nati nel 1990

SELECT *
FROM `students` 
WHERE `date_of_birth` LIKE '1990%'


[
{"id":"55","degree_id":"4","name":"Lauro","surname":"Vitale","date_of_birth":"1990-01-30","fiscal_code":"BWOQAH56L35A201P","enrolment_date":"2018-10-22","registration_number":"620087","email":"baldassarre.mancini@dangelo.com"},
{"id":"487","degree_id":"36","name":"Cira","surname":"Costantini","date_of_birth":"1990-04-12","fiscal_code":"GTINRS89N80F500K","enrolment_date":"2020-11-03","registration_number":"620519","email":"rizzo.enrica@piras.it"},
{"id":"519","degree_id":"63","name":"Damiana","surname":"Farina","date_of_birth":"1990-01-12","fiscal_code":"EYKYWC35O38O744L","enrolment_date":"2020-07-17","registration_number":"620551","email":"yserra@russo.it"},
{"id":"527","degree_id":"43","name":"Elda","surname":"Mariani","date_of_birth":"1990-04-29","fiscal_code":"ZHGJNM05Z55G492M","enrolment_date":"2021-05-21","registration_number":"620559","email":"antonio25@yahoo.it"},
{"id":"528","degree_id":"69","name":"Maika","surname":"Barbieri","date_of_birth":"1990-04-29","fiscal_code":"VBMCXI81Q82M718M","enrolment_date":"2020-05-11","registration_number":"620560","email":"ygiordano@yahoo.com"},
{"id":"582","degree_id":"41","name":"Augusto","surname":"Costantini","date_of_birth":"1990-07-31","fiscal_code":"FPQBKO39S99H539Q","enrolment_date":"2018-06-26","registration_number":"620614","email":"radio21@grassi.com"},
{"id":"624","degree_id":"4","name":"Cira","surname":"De rosa","date_of_birth":"1990-04-26","fiscal_code":"FDATYC59R80F558X","enrolment_date":"2019-01-31","registration_number":"620656","email":"colombo.morgana@pellegrino.com"},
{"id":"635","degree_id":"45","name":"Boris","surname":"Riva","date_of_birth":"1990-12-28","fiscal_code":"FWYSKJ18E55V673Z","enrolment_date":"2020-10-30","registration_number":"620667","email":"sandro72@gmail.com"},
{"id":"638","degree_id":"5","name":"Marcella","surname":"De rosa","date_of_birth":"1990-08-29","fiscal_code":"IQDFNY14D55U297S","enrolment_date":"2018-09-11","registration_number":"620670","email":"assia.palumbo@libero.it"},
{"id":"695","degree_id":"37","name":"Boris","surname":"Martinelli","date_of_birth":"1990-02-25","fiscal_code":"LMGYIC37W94J261P","enrolment_date":"2020-04-27","registration_number":"620727","email":"damiana08@bianco.org"},
{"id":"710","degree_id":"39","name":"Egisto","surname":"Amato","date_of_birth":"1990-06-07","fiscal_code":"SZSUWA12R81D485V","enrolment_date":"2020-08-24","registration_number":"620742","email":"qgallo@libero.it"},
{"id":"787","degree_id":"63","name":"Laura","surname":"Coppola","date_of_birth":"1990-06-11","fiscal_code":"IZINQY50C42J452U","enrolment_date":"2020-05-17","registration_number":"620819","email":"rinaldi.brigitta@marchetti.com"},
{"id":"857","degree_id":"56","name":"Prisca","surname":"De luca","date_of_birth":"1990-03-12","fiscal_code":"EEGCVW93W78P140E","enrolment_date":"2019-09-26","registration_number":"620889","email":"enrica.pagano@gallo.it"},
{"id":"877","degree_id":"25","name":"Samira","surname":"Giuliani","date_of_birth":"1990-03-08","fiscal_code":"GWKCVN98H21T451U","enrolment_date":"2019-02-27","registration_number":"620909","email":"danuta16@email.it"},
{"id":"912","degree_id":"36","name":"Flaviana","surname":"Costa","date_of_birth":"1990-02-06","fiscal_code":"ALEXFQ09O80M836R","enrolment_date":"2020-08-15","registration_number":"620944","email":"michele.lombardi@yahoo.com"},
{"id":"919","degree_id":"66","name":"Secondo","surname":"Lombardo","date_of_birth":"1990-08-09","fiscal_code":"OPZDMU62P86F655U","enrolment_date":"2021-03-21","registration_number":"620951","email":"bbarone@sartori.net"},
{"id":"1007","degree_id":"61","name":"Oreste","surname":"Bianco","date_of_birth":"1990-07-08","fiscal_code":"VVBTJU54P76X363N","enrolment_date":"2021-04-18","registration_number":"621039","email":"alan.colombo@yahoo.com"},
{"id":"1122","degree_id":"40","name":"Kociss","surname":"De Angelis","date_of_birth":"1990-06-01","fiscal_code":"VQHNXM66A72G075Q","enrolment_date":"2021-04-24","registration_number":"621154","email":"brigitta87@basile.it"},
{"id":"1123","degree_id":"10","name":"Albino","surname":"Riva","date_of_birth":"1990-11-13","fiscal_code":"JXPRBQ67E99E968Q","enrolment_date":"2020-03-04","registration_number":"621155","email":"rferraro@email.it"},
{"id":"1130","degree_id":"68","name":"Mirko","surname":"Coppola","date_of_birth":"1990-02-10","fiscal_code":"SZVBTX90Y83R295A","enrolment_date":"2018-08-10","registration_number":"621162","email":"grazia.negri@yahoo.com"},
{"id":"1162","degree_id":"29","name":"Tancredi","surname":"Guerra","date_of_birth":"1990-05-02","fiscal_code":"DINOMU36K82R031K","enrolment_date":"2019-09-26","registration_number":"621194","email":"jferrara@fontana.com"},
{"id":"1181","degree_id":"23","name":"Enrica","surname":"Bruno","date_of_birth":"1990-07-13","fiscal_code":"JBYZPU73J22J109U","enrolment_date":"2021-04-23","registration_number":"621213","email":"qgrassi@yahoo.it"},
{"id":"1190","degree_id":"57","name":"Gianmarco","surname":"Rizzo","date_of_birth":"1990-08-26","fiscal_code":"EZPZHW06V87Z409D","enrolment_date":"2018-11-07","registration_number":"621222","email":"ebellini@yahoo.it"},
{"id":"1214","degree_id":"40","name":"Miriana","surname":"Negri","date_of_birth":"1990-08-15","fiscal_code":"HKIPIX45A01G163V","enrolment_date":"2020-09-24","registration_number":"621246","email":"germano18@ferri.com"},
{"id":"1227","degree_id":"26","name":"Rodolfo","surname":"Rossetti","date_of_birth":"1990-05-21","fiscal_code":"NTZRPT68F75Y770Y","enrolment_date":"2019-09-25","registration_number":"621259","email":"timothy.lombardi@martino.org"},
{"id":"1291","degree_id":"23","name":"Iacopo","surname":"Sorrentino","date_of_birth":"1990-06-20","fiscal_code":"MNITJF41I07V836B","enrolment_date":"2018-12-05","registration_number":"621323","email":"giulietta49@yahoo.com"},
{"id":"1343","degree_id":"8","name":"Cosetta","surname":"Martino","date_of_birth":"1990-01-06","fiscal_code":"CTSGZY69B86N969L","enrolment_date":"2018-08-04","registration_number":"621375","email":"basile.zelida@testa.it"},
{"id":"1376","degree_id":"52","name":"Artemide","surname":"Bianco","date_of_birth":"1990-12-21","fiscal_code":"YKIZWI45D57V431Z","enrolment_date":"2019-08-19","registration_number":"621408","email":"donati.vania@gmail.com"},
{"id":"1442","degree_id":"23","name":"Nayade","surname":"Bellini","date_of_birth":"1990-11-18","fiscal_code":"KPINCB99S52K194Q","enrolment_date":"2019-06-11","registration_number":"621474","email":"mietta.greco@yahoo.it"},
{"id":"1486","degree_id":"17","name":"Ethan","surname":"Neri","date_of_birth":"1990-07-08","fiscal_code":"XNCKTH78F26W131H","enrolment_date":"2019-12-23","registration_number":"621518","email":"ipiras@libero.it"},
{"id":"1496","degree_id":"65","name":"Davis","surname":"Ferrara","date_of_birth":"1990-05-09","fiscal_code":"BNLTXY41D25N024I","enrolment_date":"2020-02-18","registration_number":"621528","email":"rizzo.vitalba@ferretti.it"},
{"id":"1497","degree_id":"64","name":"Olimpia","surname":"Serra","date_of_birth":"1990-07-25","fiscal_code":"XBUCEI78Y30G117T","enrolment_date":"2020-04-01","registration_number":"621529","email":"vitale.noel@esposito.it"},
{"id":"1505","degree_id":"38","name":"Brigitta","surname":"Rinaldi","date_of_birth":"1990-11-14","fiscal_code":"UFMWXE13H54A970A","enrolment_date":"2020-12-15","registration_number":"621537","email":"xmilani@yahoo.com"},
{"id":"1564","degree_id":"75","name":"Laura","surname":"Cattaneo","date_of_birth":"1990-01-26","fiscal_code":"MIMNRN14B99E364M","enrolment_date":"2019-07-19","registration_number":"621596","email":"galli.ingrid@lombardi.com"},
{"id":"1572","degree_id":"61","name":"Ruth","surname":"Guerra","date_of_birth":"1990-07-31","fiscal_code":"UAEVLN07P28Z561C","enrolment_date":"2020-12-10","registration_number":"621604","email":"demi08@rossi.it"},
{"id":"1599","degree_id":"52","name":"Selvaggia","surname":"Ferri","date_of_birth":"1990-04-26","fiscal_code":"LJMVWF38G03A881Q","enrolment_date":"2018-11-14","registration_number":"621631","email":"romano.cassiopea@yahoo.com"},
{"id":"1657","degree_id":"53","name":"Nazzareno","surname":"Fabbri","date_of_birth":"1990-02-06","fiscal_code":"FXTQCL20K66N186J","enrolment_date":"2021-06-01","registration_number":"621689","email":"barbieri.assia@martinelli.com"},
{"id":"1673","degree_id":"55","name":"Lucia","surname":"Martini","date_of_birth":"1990-11-18","fiscal_code":"QISWZS06N00V825V","enrolment_date":"2020-02-08","registration_number":"621705","email":"derosa.flaviana@email.it"},
{"id":"1687","degree_id":"71","name":"Furio","surname":"Battaglia","date_of_birth":"1990-10-30","fiscal_code":"PXAVGZ01W97G783R","enrolment_date":"2019-02-06","registration_number":"621719","email":"gianriccardo.mariani@yahoo.com"},
{"id":"1695","degree_id":"67","name":"Carlo","surname":"D'angelo","date_of_birth":"1990-11-26","fiscal_code":"QBBYIJ82N00W683U","enrolment_date":"2018-10-24","registration_number":"621727","email":"gavino90@yahoo.com"},
{"id":"1715","degree_id":"19","name":"Tolomeo","surname":"Piras","date_of_birth":"1990-09-17","fiscal_code":"XNRZKQ19Z63L256T","enrolment_date":"2019-09-10","registration_number":"621747","email":"fiorentino90@yahoo.it"},
{"id":"1739","degree_id":"4","name":"Raniero","surname":"De rosa","date_of_birth":"1990-07-04","fiscal_code":"ORXOEI75M49L732L","enrolment_date":"2019-06-12","registration_number":"621771","email":"joannes.sartori@yahoo.it"},
{"id":"1771","degree_id":"55","name":"Danthon","surname":"Longo","date_of_birth":"1990-05-03","fiscal_code":"DLBXXT54A73H875F","enrolment_date":"2020-06-21","registration_number":"621803","email":"brigitta.lombardi@damico.it"},
{"id":"1855","degree_id":"3","name":"Erminia","surname":"Sala","date_of_birth":"1990-06-01","fiscal_code":"TZOSQM13M75Z551I","enrolment_date":"2021-01-17","registration_number":"621887","email":"smoretti@barone.org"},
{"id":"1885","degree_id":"58","name":"Giacinta","surname":"Galli","date_of_birth":"1990-04-17","fiscal_code":"BKZMZQ49P70W077O","enrolment_date":"2018-08-03","registration_number":"621917","email":"flaviana98@yahoo.com"},
{"id":"1921","degree_id":"66","name":"Ortensia","surname":"Sartori","date_of_birth":"1990-04-05","fiscal_code":"AVHKSX27U40G212X","enrolment_date":"2019-03-14","registration_number":"621953","email":"qmontanari@rossetti.it"},
{"id":"1946","degree_id":"65","name":"Costanzo","surname":"Morelli","date_of_birth":"1990-12-18","fiscal_code":"RJPUVA03F33I594G","enrolment_date":"2020-04-19","registration_number":"621978","email":"rebecca84@giuliani.com"},
{"id":"1978","degree_id":"14","name":"Elio","surname":"Ferrari","date_of_birth":"1990-10-16","fiscal_code":"KOWOHB43W49C058Y","enrolment_date":"2020-04-16","registration_number":"622010","email":"deangelis.kociss@ferri.it"},
{"id":"1979","degree_id":"25","name":"Ubaldo","surname":"Galli","date_of_birth":"1990-09-12","fiscal_code":"GNYFTP14E12E794J","enrolment_date":"2018-12-26","registration_number":"622011","email":"fiorentino49@libero.it"},
{"id":"1997","degree_id":"2","name":"Rufo","surname":"Greco","date_of_birth":"1990-03-03","fiscal_code":"VEUMII60C51P635H","enrolment_date":"2020-03-30","registration_number":"622029","email":"lmancini@email.it"},
{"id":"2028","degree_id":"32","name":"Rosalino","surname":"Messina","date_of_birth":"1990-08-05","fiscal_code":"ZNDKSG60A81S569Z","enrolment_date":"2020-05-07","registration_number":"622060","email":"felicia80@yahoo.it"},
{"id":"2061","degree_id":"35","name":"Violante","surname":"Santoro","date_of_birth":"1990-01-10","fiscal_code":"WOLHYL73W56R867R","enrolment_date":"2019-03-27","registration_number":"622093","email":"valentini.michele@email.it"},
{"id":"2104","degree_id":"5","name":"Samira","surname":"Rizzo","date_of_birth":"1990-05-07","fiscal_code":"DABXHS46S97J083E","enrolment_date":"2019-07-06","registration_number":"622136","email":"fbarbieri@yahoo.com"},
{"id":"2184","degree_id":"64","name":"Morgana","surname":"Esposito","date_of_birth":"1990-05-30","fiscal_code":"TJCYCP93Q21T068O","enrolment_date":"2019-04-05","registration_number":"622216","email":"xruggiero@bruno.it"},
{"id":"2232","degree_id":"21","name":"Rudy","surname":"Caruso","date_of_birth":"1990-05-24","fiscal_code":"YDMXTM21L01X925U","enrolment_date":"2019-05-20","registration_number":"622264","email":"sibilla55@yahoo.com"},
{"id":"2262","degree_id":"21","name":"Germano","surname":"Pagano","date_of_birth":"1990-03-27","fiscal_code":"CUWNGY34P24N905J","enrolment_date":"2018-07-22","registration_number":"622294","email":"rosalba.costa@montanari.it"},
{"id":"2289","degree_id":"18","name":"Elga","surname":"Damico","date_of_birth":"1990-12-18","fiscal_code":"FHGQKY20C50Z637O","enrolment_date":"2020-03-19","registration_number":"622321","email":"bserra@romano.it"},
{"id":"2323","degree_id":"28","name":"Kristel","surname":"Parisi","date_of_birth":"1990-10-21","fiscal_code":"BCSGTK67O20U235F","enrolment_date":"2020-10-12","registration_number":"622355","email":"deborah.messina@parisi.org"},
{"id":"2397","degree_id":"53","name":"Vania","surname":"Guerra","date_of_birth":"1990-09-14","fiscal_code":"EZZRMN58O64U304A","enrolment_date":"2021-03-14","registration_number":"622429","email":"ibruno@fontana.net"},
{"id":"2407","degree_id":"15","name":"Rita","surname":"Valentini","date_of_birth":"1990-08-14","fiscal_code":"UKHNDX66K97I203D","enrolment_date":"2021-02-11","registration_number":"622439","email":"iparisi@bruno.it"},
{"id":"2459","degree_id":"59","name":"Samira","surname":"D'angelo","date_of_birth":"1990-06-28","fiscal_code":"SDAIYB76D36C025J","enrolment_date":"2018-06-27","registration_number":"622491","email":"marvin95@vitale.it"},
{"id":"2460","degree_id":"2","name":"Manuele","surname":"Bianco","date_of_birth":"1990-10-16","fiscal_code":"ZMTQBT82G25S557M","enrolment_date":"2019-04-26","registration_number":"622492","email":"serra.oretta@yahoo.com"},
{"id":"2472","degree_id":"61","name":"Donatella","surname":"Martini","date_of_birth":"1990-04-22","fiscal_code":"IOUQGQ33V53M152G","enrolment_date":"2021-01-17","registration_number":"622504","email":"miriam08@testa.org"},
{"id":"2511","degree_id":"34","name":"Folco","surname":"Sala","date_of_birth":"1990-01-03","fiscal_code":"JOEICD35H21X349Q","enrolment_date":"2020-01-08","registration_number":"622543","email":"ugallo@yahoo.com"},
{"id":"2540","degree_id":"21","name":"Iacopo","surname":"Vitale","date_of_birth":"1990-04-29","fiscal_code":"TMCLVH66D40C160W","enrolment_date":"2018-10-24","registration_number":"622572","email":"dmessina@email.it"},
{"id":"2559","degree_id":"69","name":"Pablo","surname":"Giuliani","date_of_birth":"1990-04-26","fiscal_code":"QJYPMD26I25W659P","enrolment_date":"2019-04-30","registration_number":"622591","email":"mariagiulia21@gmail.com"},
{"id":"2615","degree_id":"64","name":"Cleros","surname":"Santoro","date_of_birth":"1990-06-08","fiscal_code":"AELOSN94P60A939J","enrolment_date":"2019-08-15","registration_number":"622647","email":"dferri@morelli.net"},
{"id":"2616","degree_id":"71","name":"Silverio","surname":"Messina","date_of_birth":"1990-02-27","fiscal_code":"UPCSWC90T52D603B","enrolment_date":"2019-10-05","registration_number":"622648","email":"demis.pellegrino@libero.it"},
{"id":"2627","degree_id":"47","name":"Damiana","surname":"Russo","date_of_birth":"1990-12-04","fiscal_code":"PDHBTU35U55U339B","enrolment_date":"2018-12-11","registration_number":"622659","email":"hferraro@romano.com"},
{"id":"2674","degree_id":"70","name":"Primo","surname":"D'angelo","date_of_birth":"1990-05-25","fiscal_code":"SYRAPJ19H54Q380L","enrolment_date":"2020-02-16","registration_number":"622706","email":"bianco.carmela@lombardi.com"},
{"id":"2700","degree_id":"40","name":"Dindo","surname":"Montanari","date_of_birth":"1990-04-04","fiscal_code":"DDGVGI33Y33B886J","enrolment_date":"2019-09-24","registration_number":"622732","email":"sarita.villa@yahoo.com"},
{"id":"2715","degree_id":"6","name":"Amos","surname":"Barone","date_of_birth":"1990-05-14","fiscal_code":"VFRUII42C24D790X","enrolment_date":"2019-06-21","registration_number":"622747","email":"ybianco@deangelis.net"},
{"id":"2763","degree_id":"75","name":"Monia","surname":"Galli","date_of_birth":"1990-07-19","fiscal_code":"EHEBAS76W43N388S","enrolment_date":"2020-08-18","registration_number":"622795","email":"moretti.gelsomina@grassi.org"},
{"id":"2779","degree_id":"26","name":"Assia","surname":"Morelli","date_of_birth":"1990-07-07","fiscal_code":"WQYQHX33Z50R678E","enrolment_date":"2018-12-16","registration_number":"622811","email":"ffiore@email.it"},
{"id":"2807","degree_id":"25","name":"Boris","surname":"Mazza","date_of_birth":"1990-10-17","fiscal_code":"VMOJVZ65M95G447Y","enrolment_date":"2019-09-12","registration_number":"622839","email":"mariapia56@morelli.it"},
{"id":"2901","degree_id":"36","name":"Olimpia","surname":"Piras","date_of_birth":"1990-01-28","fiscal_code":"LDVXVR15M88N131L","enrolment_date":"2018-08-05","registration_number":"622933","email":"miriana11@email.it"},
{"id":"2947","degree_id":"4","name":"Jole","surname":"Pellegrini","date_of_birth":"1990-09-20","fiscal_code":"YMLFVT67H64G493P","enrolment_date":"2019-11-26","registration_number":"622979","email":"martinelli.cristyn@yahoo.com"},
{"id":"2949","degree_id":"40","name":"Ivano","surname":"Farina","date_of_birth":"1990-04-01","fiscal_code":"ZXFTQI13B40Y292U","enrolment_date":"2020-03-10","registration_number":"622981","email":"bianchi.piersilvio@yahoo.com"},
{"id":"2971","degree_id":"41","name":"Lauro","surname":"Galli","date_of_birth":"1990-04-29","fiscal_code":"RDDTNI28V51W148P","enrolment_date":"2019-01-03","registration_number":"623003","email":"vania94@caputo.it"},
{"id":"2995","degree_id":"11","name":"Iacopo","surname":"Lombardo","date_of_birth":"1990-05-09","fiscal_code":"RSTKOE73M68A197B","enrolment_date":"2019-04-09","registration_number":"623027","email":"ursula35@gmail.com"},
{"id":"3026","degree_id":"62","name":"Mauro","surname":"Basile","date_of_birth":"1990-04-05","fiscal_code":"LEKHVY04S26L005I","enrolment_date":"2019-11-13","registration_number":"623058","email":"clodovea77@libero.it"},
{"id":"3116","degree_id":"60","name":"Shaira","surname":"Grassi","date_of_birth":"1990-05-30","fiscal_code":"MWXZKG24P23U611A","enrolment_date":"2020-07-06","registration_number":"623148","email":"laerte41@gmail.com"},
{"id":"3227","degree_id":"3","name":"Gianleonardo","surname":"Ferretti","date_of_birth":"1990-11-28","fiscal_code":"NBQAZJ89B07B357Y","enrolment_date":"2020-03-09","registration_number":"623259","email":"grassi.gianantonio@battaglia.com"},
{"id":"3242","degree_id":"62","name":"Erminia","surname":"Greco","date_of_birth":"1990-11-14","fiscal_code":"XSGUZO84L49I522G","enrolment_date":"2020-03-03","registration_number":"623274","email":"bianco.erminio@hotmail.com"},
{"id":"3286","degree_id":"25","name":"Leone","surname":"Marini","date_of_birth":"1990-01-09","fiscal_code":"CHTWFJ25G97H875X","enrolment_date":"2019-07-24","registration_number":"623318","email":"caligola.messina@silvestri.it"},
{"id":"3309","degree_id":"40","name":"Noemi","surname":"De rosa","date_of_birth":"1990-09-19","fiscal_code":"XDNOAX06S15Z145X","enrolment_date":"2019-12-17","registration_number":"623341","email":"mricci@costa.com"},
{"id":"3327","degree_id":"10","name":"Pietro","surname":"Negri","date_of_birth":"1990-03-12","fiscal_code":"JEWANF64V23M026T","enrolment_date":"2019-02-11","registration_number":"623359","email":"ione27@ferrari.com"},
{"id":"3332","degree_id":"8","name":"Silverio","surname":"Palumbo","date_of_birth":"1990-03-02","fiscal_code":"KOLWGI28O59O130N","enrolment_date":"2020-08-24","registration_number":"623364","email":"naomi06@hotmail.com"},
{"id":"3361","degree_id":"33","name":"Graziano","surname":"Martini","date_of_birth":"1990-12-18","fiscal_code":"XKGEWA77J64W440J","enrolment_date":"2021-03-15","registration_number":"623393","email":"costa.nathan@yahoo.com"},
{"id":"3379","degree_id":"6","name":"Graziano","surname":"Riva","date_of_birth":"1990-01-31","fiscal_code":"HSICLH34C60O191H","enrolment_date":"2020-03-22","registration_number":"623411","email":"carmela58@coppola.com"},
{"id":"3397","degree_id":"49","name":"Cassiopea","surname":"Ferraro","date_of_birth":"1990-04-28","fiscal_code":"GHGGGQ43I13A372U","enrolment_date":"2019-04-18","registration_number":"623429","email":"wvilla@gallo.it"},
{"id":"3425","degree_id":"37","name":"Fortunata","surname":"Pellegrino","date_of_birth":"1990-05-19","fiscal_code":"CKCMFR19L14C052T","enrolment_date":"2020-11-22","registration_number":"623457","email":"cconte@palumbo.com"},
{"id":"3479","degree_id":"49","name":"Maruska","surname":"Barone","date_of_birth":"1990-09-07","fiscal_code":"HQTHGC20J16T421F","enrolment_date":"2019-01-29","registration_number":"623511","email":"igrasso@grassi.com"},
{"id":"3498","degree_id":"71","name":"Claudia","surname":"Lombardi","date_of_birth":"1990-06-02","fiscal_code":"UUMJGO25L22C345I","enrolment_date":"2018-10-31","registration_number":"623530","email":"ybianchi@libero.it"},
{"id":"3510","degree_id":"15","name":"Giuliano","surname":"Marini","date_of_birth":"1990-03-10","fiscal_code":"DXLJVI11K08G312E","enrolment_date":"2019-04-21","registration_number":"623542","email":"ugreco@hotmail.com"},
{"id":"3511","degree_id":"72","name":"Rita","surname":"Ricci","date_of_birth":"1990-04-26","fiscal_code":"LXWBCL31I32A916N","enrolment_date":"2019-04-27","registration_number":"623543","email":"sabino.martinelli@cattaneo.net"},
{"id":"3522","degree_id":"16","name":"Timothy","surname":"Marino","date_of_birth":"1990-07-25","fiscal_code":"CPAFTB71C52Q471Z","enrolment_date":"2021-05-16","registration_number":"623554","email":"antonino.piras@esposito.org"},
{"id":"3643","degree_id":"1","name":"Fortunata","surname":"Bianchi","date_of_birth":"1990-05-02","fiscal_code":"TXNPCJ26N37B979H","enrolment_date":"2019-06-23","registration_number":"623675","email":"amato.evangelista@yahoo.com"},
{"id":"3687","degree_id":"24","name":"Bibiana","surname":"Galli","date_of_birth":"1990-03-14","fiscal_code":"VYIICS84C64W295T","enrolment_date":"2018-08-10","registration_number":"623719","email":"cattaneo.ausonio@yahoo.it"},
{"id":"3700","degree_id":"48","name":"Vitalba","surname":"Pellegrino","date_of_birth":"1990-10-16","fiscal_code":"YHCHKS97R47J257I","enrolment_date":"2021-01-26","registration_number":"623732","email":"tricci@ruggiero.com"},
{"id":"3718","degree_id":"20","name":"Irene","surname":"Morelli","date_of_birth":"1990-08-26","fiscal_code":"XKKBWO51D05J706U","enrolment_date":"2020-11-17","registration_number":"623750","email":"ferretti.gilda@bianco.org"},
{"id":"3756","degree_id":"37","name":"Zelida","surname":"Palumbo","date_of_birth":"1990-12-03","fiscal_code":"YIBBLF29U85I393H","enrolment_date":"2019-04-02","registration_number":"623788","email":"ovitale@gmail.com"},
{"id":"3760","degree_id":"26","name":"Bibiana","surname":"Neri","date_of_birth":"1990-08-28","fiscal_code":"FZGUSZ40R71E465J","enrolment_date":"2018-12-15","registration_number":"623792","email":"gallo.lorenzo@yahoo.com"},
{"id":"3770","degree_id":"8","name":"Caligola","surname":"Guerra","date_of_birth":"1990-03-07","fiscal_code":"BSVEVY06Q04K151O","enrolment_date":"2021-03-20","registration_number":"623802","email":"nsanna@email.it"},
{"id":"3835","degree_id":"37","name":"Ileana","surname":"Ricci","date_of_birth":"1990-03-17","fiscal_code":"OPCAIF74A88N272E","enrolment_date":"2020-07-21","registration_number":"623867","email":"timoteo67@basile.com"},
{"id":"3841","degree_id":"24","name":"Ausonio","surname":"Sala","date_of_birth":"1990-02-23","fiscal_code":"DPCTHN72Q38Q077G","enrolment_date":"2019-10-18","registration_number":"623873","email":"arcibaldo.esposito@hotmail.com"},
{"id":"3868","degree_id":"69","name":"Clea","surname":"Bellini","date_of_birth":"1990-05-30","fiscal_code":"PDGXXN04L56G048C","enrolment_date":"2021-02-21","registration_number":"623900","email":"yago.moretti@yahoo.it"},
{"id":"3869","degree_id":"31","name":"Cleopatra","surname":"Parisi","date_of_birth":"1990-01-14","fiscal_code":"GQYAQJ97I01U403H","enrolment_date":"2018-08-10","registration_number":"623901","email":"mdamico@yahoo.com"},
{"id":"3871","degree_id":"40","name":"Gaetano","surname":"Barone","date_of_birth":"1990-01-31","fiscal_code":"ZRRAGH96T10Z527L","enrolment_date":"2019-12-09","registration_number":"623903","email":"tbianco@yahoo.it"},
{"id":"3882","degree_id":"48","name":"Gavino","surname":"Conte","date_of_birth":"1990-08-19","fiscal_code":"QVPHYU50U61B338H","enrolment_date":"2020-01-08","registration_number":"623914","email":"lcosta@derosa.net"},
{"id":"3894","degree_id":"71","name":"Egisto","surname":"Longo","date_of_birth":"1990-07-18","fiscal_code":"QOJPWF79J43U384H","enrolment_date":"2021-04-28","registration_number":"623926","email":"fatima04@hotmail.com"},
